index,Signal0,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,X,Y
962,28,28,28,27,28,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
963,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,27,27,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,20,20,20,20,21,22,22,22,22,22,22,22,22,22,22,-2,0
964,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,-2,0
965,27,27,28,28,28,28,27,28,27,27,28,27,27,28,27,27,27,27,27,27,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
966,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,27,28,36,36,36,36,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,22,22,22,22,20,20,20,20,20,20,20,20,20,21,22,22,22,22,22,22,-2,0
967,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,-2,0
968,27,27,27,27,27,27,28,28,28,28,28,28,28,27,28,27,27,28,27,27,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
969,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,36,36,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,21,22,22,-2,0
970,28,28,28,28,28,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
971,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,27,27,28,27,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,-2,0
972,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,-2,0
973,27,28,28,28,28,28,27,28,27,27,28,27,27,28,27,27,27,27,27,27,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
974,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,-2,0
975,27,28,27,28,27,27,28,27,27,28,27,27,28,27,28,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,-2,0
976,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,28,27,27,28,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
977,27,28,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,28,28,28,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,-2,0
978,28,28,28,28,28,28,27,28,27,27,28,27,27,27,27,28,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
979,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,27,28,28,27,28,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,-2,0
980,27,27,28,27,27,27,27,28,27,27,28,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,-2,0
981,27,28,28,28,28,28,28,28,28,28,28,28,27,28,28,27,28,27,28,27,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
982,27,28,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,-2,0
983,28,28,27,28,27,28,28,27,28,27,27,28,27,28,27,27,28,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,-2,0
984,27,27,27,27,27,28,28,28,28,28,28,28,28,28,27,28,28,27,28,27,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
985,27,28,27,27,28,27,27,28,27,27,27,27,27,27,27,27,27,28,28,28,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,-2,0
986,28,28,28,28,28,28,28,28,27,28,27,27,28,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
987,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,-2,0
988,28,28,27,28,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,-2,0
989,27,28,28,28,28,28,28,28,28,28,27,27,28,27,27,28,27,28,27,27,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
990,28,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,-2,0
991,28,27,28,27,27,28,27,28,27,27,28,27,28,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,-2,0
992,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,28,27,27,28,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0
993,27,28,28,27,28,27,28,27,27,27,27,27,27,27,27,27,27,28,28,28,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,36,36,36,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,22,22,22,-2,0
994,27,27,27,27,27,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,36,36,36,36,36,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,1,0
995,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,1,0
996,25,25,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
997,27,27,27,27,27,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,36,36,36,36,36,35,34,34,34,34,34,34,36,36,36,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,1,0
998,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,1,0
999,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1000,26,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,35,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1001,27,27,27,27,27,27,27,25,25,25,25,25,26,26,26,27,27,27,27,27,36,36,36,36,36,36,36,34,34,34,34,34,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,1,0
1002,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,1,0
1003,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1004,27,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,36,34,34,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1005,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,26,26,26,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,34,36,36,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,1,0
1006,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,1,0
1007,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1008,27,27,27,27,27,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,36,36,36,36,36,34,34,34,34,34,34,34,34,35,36,36,36,36,36,36,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,1,0
1009,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,26,26,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,36,36,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,1,0
1010,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1011,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1012,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,26,26,27,27,27,36,36,36,36,36,36,36,36,34,34,34,34,34,34,35,36,36,36,36,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,1,0
1013,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,1,0
1014,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1015,27,27,27,26,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,1,0
1016,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,1,0
1017,25,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1018,26,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,36,34,34,34,34,34,36,37,36,36,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1019,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,26,26,26,27,27,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,36,36,37,36,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,1,0
1020,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,1,0
1021,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1022,27,27,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,36,36,34,34,34,34,34,34,34,35,36,36,37,36,36,36,36,36,36,36,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,1,0
1023,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,26,27,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,34,36,36,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,1,0
1024,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,1,0
1025,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1026,27,27,27,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,1,0
1027,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,1,0
1028,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1029,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1030,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,26,26,27,27,27,36,36,36,36,36,36,34,34,34,34,34,34,34,34,34,36,36,36,36,36,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,22,22,22,22,22,1,0
1031,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,1,0
1032,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1033,25,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,22,22,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1034,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,26,26,27,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,34,36,36,37,36,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,1,0
1035,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,1,0
1036,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,35,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1037,27,27,27,27,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,36,36,36,36,34,34,34,34,34,34,34,34,35,36,37,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,1,0
1038,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,26,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,36,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,1,0
1039,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1040,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1041,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,26,26,26,27,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,35,36,36,37,36,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,1,0
1042,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,1,0
1043,25,25,25,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1044,27,27,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,27,27,36,36,34,34,34,34,34,34,34,34,35,36,36,37,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,1,0
1045,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,35,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,1,0
1046,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1047,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,37,37,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1048,27,27,27,27,27,27,27,26,25,25,25,25,25,25,26,26,27,27,27,27,36,36,36,36,36,36,36,35,34,34,34,34,34,35,36,36,37,36,36,36,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22,22,22,1,0
1049,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,1,0
1050,25,25,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1051,27,26,25,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,36,35,34,34,34,34,34,34,34,34,36,36,36,37,36,36,36,36,36,36,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,1,0
1052,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,27,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,35,36,36,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,1,0
1053,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,1,0
1054,25,25,25,25,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,34,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1055,27,27,27,26,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,34,34,36,36,37,36,36,36,36,36,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,1,0
1056,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,1,0
1057,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,35,36,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1058,25,25,25,25,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,27,35,34,34,34,34,34,34,34,34,36,36,37,37,36,36,36,36,36,36,36,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1059,27,27,27,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,26,26,36,36,36,36,36,36,36,36,35,34,34,34,34,34,34,34,34,36,36,37,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,22,1,0
1060,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,1,0
1061,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1062,27,27,27,26,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,34,36,37,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,1,0
1063,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,26,26,26,27,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,36,36,37,36,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,1,0
1064,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,34,34,34,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,1,0
1065,25,25,25,25,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,34,34,34,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
1066,27,27,27,25,25,25,25,25,25,25,25,26,27,27,27,27,27,27,27,27,36,36,36,35,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,36,22,22,22,22,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,1,0
1067,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,26,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,34,34,34,36,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,22,22,1,0
1068,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,36,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,34,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,0
